50.000000, 1.436274, 23.130434, 61.531484, 35, 40, 1, 1
49.500000, 0.768151, 25.620071, 57.477102, 31, 40, 2, 1
49.005000, 0.316672, 14.782099, 34.954766, 36, 40, 2, 1
48.514950, 0.228974, 21.119630, 75.974264, 35, 40, 1, 1
48.029801, 1.371789, 23.211212, 62.422296, 36, 40, 1, 1
47.549502, 0.924466, 11.090370, 31.275732, 35, 40, 2, 1
47.074007, 0.426160, 12.035072, 25.661564, 38, 40, 1, 1
46.603267, 0.652131, 10.902181, 28.843324, 37, 40, 1, 1
46.137235, 0.726077, 11.401882, 49.665068, 35, 40, 1, 1
45.675862, 0.913343, 19.584157, 67.110285, 33, 40, 4, 1
45.219104, 2.160941, 34.587362, 53.217651, 33, 40, 2, 1
44.766913, 0.460367, 18.327798, 69.065945, 37, 40, 1, 1
44.319244, 1.939749, 39.581515, 56.320553, 35, 40, 3, 1
43.876051, 0.016357, 11.126837, 30.559966, 38, 40, 1, 1
43.437291, 0.089357, 39.802831, 85.665591, 36, 40, 1, 1
43.002918, 3.908626, 39.328539, 84.474029, 34, 40, 2, 1
42.572889, 1.015531, 15.666124, 67.427686, 36, 40, 2, 1
42.147160, 4.221897, 69.016984, 152.512852, 34, 40, 2, 1
41.725688, 0.554643, 41.221071, 83.226343, 33, 40, 1, 1
41.308431, 1.279745, 13.680628, 40.707093, 36, 40, 1, 1
40.895347, 0.332834, 13.498531, 68.377792, 35, 40, 1, 1
40.486393, 0.481080, 18.178339, 73.579616, 37, 40, 1, 1
40.081529, 2.138034, 58.355223, 146.194007, 33, 40, 1, 1
39.680714, 2.016442, 13.504632, 28.742650, 34, 40, 2, 1
39.283907, 0.247730, 23.220722, 128.399879, 37, 40, 1, 1
38.891068, 22.179643, 77.236888, 109.613646, 30, 40, 1, 1
38.502157, 0.188913, 16.446742, 46.921355, 33, 40, 1, 1
38.117136, 0.480698, 10.761198, 57.832974, 36, 40, 1, 1
37.735964, 3.024580, 38.812137, 115.205559, 38, 40, 1, 1
37.358605, 0.501541, 13.910041, 43.781649, 35, 40, 1, 1
36.985019, 0.004533, 19.814776, 56.979615, 34, 40, 1, 1
36.615168, 1.120568, 13.633771, 45.223172, 36, 40, 2, 1
36.249017, 1.428541, 6.902828, 13.368562, 37, 40, 1, 1
35.886527, 0.072405, 8.683110, 26.368239, 38, 40, 1, 1
35.527661, 0.090766, 27.476452, 59.254015, 36, 40, 1, 1
35.172385, 0.409178, 9.650591, 51.822536, 35, 40, 1, 1
34.820661, 0.001399, 9.743936, 31.961462, 35, 40, 1, 1
34.472454, 0.508404, 7.251769, 13.622519, 36, 40, 1, 1
34.127730, 0.208673, 8.276317, 33.787695, 35, 40, 1, 1
33.786452, 0.014091, 7.423100, 24.539463, 37, 40, 1, 1
33.448588, 0.533127, 17.794558, 86.605507, 37, 40, 1, 1
33.114102, 1.045456, 12.529997, 29.807669, 35, 40, 1, 1
32.782961, 0.306725, 12.408338, 46.734974, 36, 40, 1, 1
32.455131, 1.474396, 22.227121, 93.928796, 35, 40, 1, 1
32.130580, 0.371387, 7.343595, 22.042463, 37, 40, 1, 1
31.809274, 1.548206, 7.598979, 27.082537, 36, 40, 1, 1
31.491182, 0.735662, 10.476334, 38.178929, 35, 40, 1, 1
31.176270, 0.879474, 19.505069, 43.851750, 33, 40, 1, 1
30.864507, 6.694810, 67.769136, 150.986898, 30, 40, 3, 1
30.555862, 0.009225, 12.394804, 45.318653, 37, 40, 1, 1
30.250303, 0.098079, 7.108453, 22.721929, 36, 40, 1, 1
29.947800, 1.476588, 8.612305, 20.931717, 37, 40, 1, 1
29.648322, 0.180871, 12.078996, 68.078865, 34, 40, 1, 1
29.351839, 0.129061, 19.704230, 62.850909, 34, 40, 1, 1
29.058321, 0.252380, 7.691316, 26.013817, 35, 40, 1, 1
28.767737, 0.075807, 11.316169, 33.132998, 35, 40, 2, 1
28.480060, 0.298672, 16.040447, 79.699022, 36, 40, 2, 1
28.195260, 0.131458, 11.072717, 23.260472, 30, 40, 2, 1
27.913307, 0.052111, 12.885041, 56.121655, 37, 40, 1, 1
27.634174, 0.787368, 14.454006, 38.997617, 35, 40, 1, 1
27.357832, 0.214178, 8.153329, 27.274079, 33, 40, 1, 1
27.084254, 0.022867, 23.850579, 67.390635, 36, 40, 1, 1
26.813411, 0.222097, 12.318849, 36.496995, 35, 40, 2, 1
26.545277, 0.206127, 10.910642, 31.030216, 38, 40, 1, 1
26.279824, 0.564589, 10.027856, 22.782876, 34, 40, 1, 2
26.017026, 0.888938, 19.340710, 42.448250, 34, 40, 1, 1
25.756856, 0.122423, 11.355375, 26.186091, 35, 40, 1, 1
25.499287, 0.178588, 6.192593, 31.211487, 33, 40, 2, 1
25.244294, 0.351012, 6.550113, 23.447090, 32, 40, 1, 1
24.991851, 0.103923, 6.282875, 14.053139, 32, 40, 2, 1
24.741933, 0.243191, 8.042207, 26.756260, 36, 40, 1, 1
24.494514, 0.412816, 13.436861, 39.811823, 33, 40, 1, 1
24.249569, 2.552623, 25.721701, 59.607583, 32, 40, 1, 1
24.007073, 0.39544
